"payment","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30"
"Denied","qw","js",5.83,-32.27,35.67,12.84,5.21,0.02,"ch","ld","rl",2.9,"pf",1.35,-0.81,17.23,"zk",19.44,"qu",49.95,-7.54,3.48,"ri",6.78,25.74,20.3,7.35,1.86,"ev",11.6
"Denied","wv","js",2.7,21.59,-26.98,5.52,6.55,1.52,"nv","pe","te",3.32,"cb",0.89,25.67,10.6,"ki",13.84,"me",11.83,10.71,16.41,"da",5.55,14.88,5.79,6.22,1.04,"dg",-6.14
"Denied","qw","py",0.35,22.27,36.03,-0.37,14.09,-5.83,"ch","ld","te",4.41,"cb",1.2,36.61,6.61,"bw",18.54,"fh",42.35,-1.37,-6.48,"ri",4.12,14.64,-11.91,8.29,2.16,"ev",-8.65
"Denied","qw","py",5.08,6.06,37,-1.14,11.52,-0.12,"nv","ld","te",-0.28,"pf",1.68,28.6,3.52,"bw",21.33,"tg",22.24,7.56,5.44,"qu",8.7,7.17,17.68,3.33,1.71,"ev",29.56
"Denied","qw","bq",7.61,-11.49,46.32,0.46,5.42,3.5,"ch","ld","te",21.74,"iz",0.1,14.01,-23.39,"bw",13.81,"tg",20.33,23.51,-1.96,"qu",-2.83,14.34,8.77,0.1,2.08,"ev",17.1
"Denied","qw","xn",-0.63,13.63,41.76,9.18,17.45,14.75,"ch","ld","te",3.08,"cb",-0.11,17.71,9.44,"ki",0.75,"ev",23.46,11.37,2.94,"ub",6.06,25.3,13.42,3.46,2.45,"ev",30.07
"Denied","qw","rv",1.81,7.28,55.93,5.64,-3.96,10.54,"ch","ld","te",8.77,"pf",0.2,30.96,0.57,"bw",11.17,"ev",-27.58,30.5,-8.6,"ub",10.79,5.12,-7.11,-1.82,0.35,"dg",37.33
"Denied","wv","js",5.19,49.38,24.96,7.35,0.38,5.4,"ja","db","te",7.57,"cb",-1.97,1.24,11.23,"zk",17.97,"me",20.97,10.01,4.28,"qu",7.01,15.39,11.08,0.11,1.32,"ev",14.55
"Success","qw","zg",5.48,8.37,-1.55,12.06,19.35,-0.64,"ch","ld","te",3.67,"np",0.62,-2.63,15.53,"zk",12.44,"qu",35.11,25.95,10.28,"ub",5.37,9.12,7.68,5.57,1.02,"ev",11.89
"Denied","qw","py",2.6,40.5,18.42,2.63,9.78,3.42,"ch","pe","te",13.02,"te",-1.62,5.27,13.96,"bw",40.22,"qu",31.27,25.32,31.15,"fe",1.34,13.15,11.55,3.25,0.09,"ev",15.99
"Denied","kq","xn",-3.82,15.11,55.59,7.39,13.56,-2.24,"nv","ld","te",3.32,"te",3.18,14.14,12.7,"zk",4.69,"qu",24.57,-4.67,20.64,"qu",1.71,12.62,21.27,12.56,2.58,"dg",28.62
"Success","qw","py",6.78,-4.63,10.55,4.56,7.37,2.75,"ch","ld","te",13.89,"iz",3.45,24.29,15.92,"bw",12.5,"ev",14.96,13.78,9.83,"ri",2.3,10.43,-8.53,5.34,0.46,"dg",10.08
"Denied","ma","hk",5.05,27.82,29.8,5.53,26.71,8.22,"ch","db","te",0.89,"cb",4.66,40.57,32.83,"zk",27.25,"tg",3.98,20.39,10.6,"qu",10.13,29.12,-5.12,5.93,1.78,"ev",-3.25
"Success","qw","bq",9.07,-11.06,23.97,5.5,8.87,1.32,"nv","db","te",5.13,"cb",0.99,28.44,12.49,"zk",38.64,"tg",-0.15,22.8,-4.24,"tf",11.48,-4.43,13.98,6.3,2.3,"ev",14.2
"Denied","wv","py",5.11,27.05,23.06,17.14,26.11,9.25,"ch","db","rl",3.3,"cb",4.38,-9.79,-0.26,"bw",20.25,"me",29.11,24.89,0.49,"tf",-3.39,8.14,4.81,5.39,0.99,"ev",35.81
"Denied","wv","py",4.07,44.69,26.5,24.56,-7.98,4.83,"ch","ld","te",6.87,"cb",4.58,9.41,7.85,"bw",18.48,"ev",7.56,8.94,1.28,"tf",6.01,26.88,-0.5,2.95,1.76,"ev",11.57
"Success","qw","qf",2.71,24.22,34.24,10.46,11.75,5.39,"ch","ld","te",0.02,"cb",5.05,15.91,-2.26,"ki",24.44,"tg",37.32,10.2,-0.54,"ri",6.79,-5.01,23.35,2.74,-0.52,"ev",31.36
"Success","qw","bq",-4.74,9.71,21.61,17.22,9.34,13.13,"nv","db","te",7.09,"cb",4.83,-27.75,6.67,"ki",43.03,"ev",8.25,20.26,4.93,"qu",5.01,3.54,4.86,2.76,1.32,"dg",10.46
"Denied","wv","py",1.45,29.51,19.56,11.84,1.13,5.06,"ja","db","te",3.25,"te",0.05,60.14,5.36,"bw",-5.84,"ev",-20.29,-8.94,10.48,"tf",4.7,13.36,-11.27,1.75,0.87,"dg",23.83
"Denied","kq","hk",3.43,11.39,13.02,8.53,9.79,10.55,"ch","ld","te",14.51,"iz",4.95,22.38,7.32,"bw",22.32,"tg",41.97,24.5,3.75,"tf",9.13,9.66,12.33,6.48,1.92,"ev",33.92
"Denied","wv","hk",7.4,7.47,10.7,11.82,22.53,3.58,"ch","ld","rl",-3.49,"kh",8.44,-1.35,24.75,"ki",5.28,"ev",38.64,-0.97,35.11,"fe",16.18,13.45,7.46,4.38,0.66,"ev",-13.9
"Denied","kq","py",7.85,10.62,20.23,10.77,27.74,4.91,"ch","db","rl",4.25,"kh",1.72,18.28,-1.66,"zk",36.65,"qu",53.24,-18.64,6.49,"tf",-6.46,-1.14,10.72,7.08,1.74,"ev",-1.56
"Success","wv","bq",8.13,19.29,20.73,12.91,23.42,9.1,"ch","pe","te",2.12,"pf",-0.84,-10.1,6.01,"bw",14.63,"tg",11.26,-2.77,20.13,"ub",5.9,-2.04,-16.2,9.43,0.22,"ev",18.81
"Success","wv","hk",6.82,37.24,-38.28,26.35,5.83,-0.26,"ch","ld","te",3.38,"cb",1.97,-6.27,14.84,"bw",36.07,"qu",-16.9,9.6,2.55,"ub",6.22,1.99,-2.15,-0.02,2.61,"ev",17.57
"Denied","qw","hk",-1.49,10.19,-8.04,5.52,12.41,11.36,"ch","ld","te",2.69,"cb",3.93,54.07,17.18,"ov",26.28,"ev",26.53,13.54,35.79,"tf",8.38,11.88,10.95,5.7,1.71,"ev",25.75
"Denied","qw","py",5.15,10.09,4.08,14.24,1.47,10.68,"nv","db","te",10.9,"cb",3.73,44.31,7.18,"bw",26.69,"ev",58.24,17.88,8.37,"ub",5.88,9.75,-3.97,2.29,1.66,"dg",-12.01
"Denied","wv","py",-0.72,-4.03,3.45,9.25,-6.88,5.57,"nv","ld","te",8.73,"te",-0.16,23.08,15.44,"ki",26.81,"qu",-6.48,-5.77,11.72,"tf",9.83,16.68,13.54,5.23,2.17,"dg",30.13
"Denied","qw","hk",7.02,24,11.72,7.57,14.55,4.41,"ch","db","rl",6.55,"cb",4.04,56.82,13.08,"zk",30.27,"qu",13.19,-14.6,20.98,"qu",8.73,26.11,17.92,1.98,-0.85,"ev",22.94
"Denied","qw","bq",4.35,17.6,43.11,-5.69,15.04,7.53,"ch","ld","te",9.18,"np",2.15,28.13,15.15,"bw",-4.9,"ev",6.11,26.29,38.93,"qu",4.75,20.35,15.37,-1.15,1.12,"ev",9.5
"Success","wv","py",1.79,-5.46,10,13.11,11.97,4.44,"ch","ld","te",10.25,"te",-2.65,43.82,6.97,"ki",41.01,"qu",6.44,-4.27,5.67,"qu",-2.25,1.89,11.22,9.56,2.09,"ev",16.46
"Denied","qw","py",1.91,21.46,15.57,25.58,12.36,-6.97,"nv","ld","te",4.49,"te",1.03,32.09,11.11,"ki",28.05,"qu",8.43,29.34,18.97,"ub",4.5,14.85,-2.18,7.2,2.53,"ev",10.47
"Success","qw","js",-2.07,13.12,-19.14,4.9,8.67,4.42,"nv","db","rl",10.3,"iz",4.15,22.58,0.9,"zk",35.92,"ev",-32.18,7.79,8.45,"ub",-2.44,2.54,28.95,2.21,1.15,"ev",10.05
"Denied","wv","qf",2.56,11.5,9.74,3.77,13.13,13.46,"ch","ld","te",3.67,"kh",2.77,17.05,14.97,"zk",8.04,"ev",2.32,0.15,32.56,"ri",-3.13,26.72,43.56,7.03,2.23,"ev",24.78
"Success","wv","py",6.78,7.42,53.36,5.14,13.73,-2.79,"ja","ld","te",7.13,"cb",0.6,12.1,20.24,"zk",15.89,"qu",14.21,0.18,5.38,"ub",5.25,-9.23,-10.68,11.91,2.1,"ev",5.81
"Success","wv","py",5.42,39.34,36.21,-2.08,-3.56,6.62,"ch","db","te",5.75,"cb",1,51.78,27.57,"ov",5.53,"ev",8.03,-13.38,13.78,"ub",4.94,-0.36,4.27,3.24,1.24,"ev",6.11
"Denied","kq","hk",-1.86,-7.75,17.12,19.61,5.39,0.1,"ch","ld","te",21.97,"iz",1.24,0.37,-0.94,"bw",-23.16,"tg",28.45,-7.36,9.47,"tf",0.85,6.29,25.65,7.18,1.05,"ev",-8.51
"Denied","wv","py",0.25,-6.29,9.89,0.5,15.57,-0.24,"nv","db","te",11.57,"te",3.28,15.55,17.49,"bw",6.41,"ev",15.59,14.4,4.06,"qu",9.37,13.74,30.99,0.43,1.88,"dg",-6.63
"Success","wv","hk",3.66,-2.66,-2.89,5.42,-1.84,8.21,"ch","ld","rl",2.95,"cb",4,9.04,17.52,"zk",11.49,"ev",29.84,-9.54,1.75,"tf",6.21,-1.05,18.46,0.22,-0.18,"ev",2.79
"Denied","wv","py",3.9,26.73,22.13,2.83,11.61,4.09,"ch","ld","te",9.74,"cb",1.75,37.81,-2.78,"bw",31.15,"me",37.51,43.71,12.48,"qu",-2.98,7.28,13.52,2.94,1.43,"ev",3.9
"Denied","qw","js",6.73,39.14,24.42,-6.5,19.02,10.42,"nv","ld","rl",2.37,"pf",4.94,20.77,8.72,"bw",24.64,"ev",31.33,14.01,3.71,"fe",10.31,12.25,5.72,10.68,0.03,"ev",4.28
"Denied","qw","bq",1.77,-2.98,29.23,11.49,6.99,5.24,"ch","ld","te",7.72,"iz",1.67,26.37,7.78,"ki",19.19,"tg",8.4,18.03,14.45,"ub",-3.58,19.27,17.25,7.05,3.69,"ev",33.06
"Denied","wv","hk",-2.39,18.41,-2.4,11.19,6.28,5.67,"ch","db","te",12.87,"pf",-1.58,47.98,7.28,"bw",22.49,"me",-3.89,-10.86,13.79,"tf",-1.7,8.53,3.82,4.02,1.73,"ev",14.9
"Denied","kq","rv",-2.34,11.13,-4.02,20.85,6.4,1.11,"nv","pe","te",3.08,"pf",-0.18,16.94,14.14,"zk",59.01,"tg",45.65,10.87,-3.61,"fe",4.88,43.63,0.18,3.57,1.11,"ev",21.86
"Denied","qw","py",5.44,-1.91,33.63,7.1,4.81,1.55,"nv","ld","te",3.99,"cb",0.96,4.86,-1.65,"ov",-5.15,"me",-4.06,14.27,8.43,"qu",4.99,21.7,2.24,4.9,0.83,"ev",15.88
"Success","kq","py",-1.84,-1.15,25.41,5.83,10.55,9.82,"nv","ld","te",16.5,"pf",1.87,11.81,21.13,"ov",21.6,"qu",3.31,34.86,17.48,"ub",2.39,8.43,14.07,6.04,-0.71,"ev",-5.43
"Denied","qw","py",-1.7,3.05,42.22,2.35,-1.91,1.62,"nv","ld","te",0.51,"cb",4.83,39.66,3.59,"ki",41.66,"bz",37.34,7.45,1.63,"ri",-2.7,11.59,22.82,-2.9,1.7,"dg",-9.4
"Success","wv","hk",-0.19,-1.88,10.67,9.42,-8.14,5.01,"nv","ld","te",9.22,"cb",0.03,43.63,4.8,"ki",24.98,"me",15.53,20.21,20.15,"tf",-5.05,2.86,17.01,2.01,2.16,"dg",39.91
"Success","wv","xn",5.07,36.03,20.88,16.35,14.16,15.26,"ch","db","te",-8.2,"iz",1.92,12.2,20.32,"ki",70.11,"qu",-4.61,23.19,6.56,"ub",7.56,6.92,17.33,1.91,1.84,"dg",36.03
"Denied","kq","py",6.18,20.75,15.73,4.22,22.76,20.19,"ch","db","rl",-4.55,"iz",1.06,-18.95,8.27,"zk",30.54,"ev",6.76,33.62,16.69,"ub",2.86,10.14,17.69,5.93,1.01,"dg",62.38
"Success","kq","py",6.6,14.63,34.82,1.77,9.38,7.12,"ch","ld","te",19.44,"iz",0.3,19.4,14,"zk",34.58,"ev",24.54,10.95,48.19,"tf",1.56,1.65,16.71,-1.4,0.9,"ev",-15.38
"Denied","qw","hk",5.77,31.09,32.49,1.99,29.03,11.31,"nv","ld","te",6.57,"cb",1.04,41.28,4.6,"zk",22.06,"me",-1.97,5.02,13.54,"da",0.39,15.03,34.63,-0.18,-0.66,"ev",11.99
"Success","qw","js",2.48,22.52,31.63,8.35,12.41,2.7,"ch","ld","te",19.91,"np",5.22,2.53,1.63,"bw",36.55,"tg",16.72,1.87,8.83,"qu",4.45,-13.23,24.33,5.92,0.14,"dg",10.16
"Success","qw","rv",5.91,26.16,31.79,4.73,2.82,16.68,"ch","ld","te",7.19,"pf",2.81,-8.95,-12.08,"zk",3.79,"ev",30.29,1.06,14.02,"qu",10.04,-6.96,-34.74,5.97,0.14,"ev",30.59
"Denied","kq","hk",4.34,-9.51,44.13,5.76,-2.7,2.68,"ch","pe","te",7.95,"te",1.66,11.69,24.31,"zk",18.51,"tg",0.72,16.14,9.95,"da",12.02,18.93,8.19,-0.05,1.47,"ev",19.99
"Success","qw","bq",3.09,10.02,29.71,10.18,9.53,1.7,"nv","db","te",9.31,"iz",2.66,7.09,10.57,"ki",12.85,"tg",44.45,29.36,-9.03,"ub",6.67,6.33,-1.72,3.24,0.44,"ev",14.91
"Success","qw","py",2.76,14.2,18.85,-2.4,19.24,10.52,"ch","ld","te",14.39,"cb",2.97,29.85,31.27,"bw",34.74,"tg",11.39,29.5,18.33,"ri",4.77,24.76,13.99,2.39,1.54,"ev",-5.85
"Success","qw","hk",8.02,31.06,24.24,12.23,11.67,6.23,"ch","ld","te",-1.89,"cb",1.72,11.88,34.2,"zk",4.75,"tg",29.25,39.21,-27.66,"ub",7.11,16.22,-2.87,0.05,1.41,"ev",33.05
"Denied","qw","qf",3.96,15.99,-3.97,13.08,0.29,1.13,"nv","ld","rl",11.55,"pf",2.03,12.48,15.9,"bw",51.81,"ev",19.57,31.62,25.9,"ub",0.64,12.16,19.09,7.96,0.73,"dg",19.41
"Denied","ma","bq",6.8,22.21,42.02,6.32,3.47,3.84,"nv","ld","te",2.52,"te",-0.28,17.38,32.11,"bw",-24.12,"me",6.09,-15.33,21.94,"tf",4.75,17.25,19.28,0.54,-0.83,"ev",-8.08
"Denied","qw","js",6.88,2.07,51.05,-1.12,6.1,9.09,"nv","pe","te",4.42,"kh",-0.6,13.03,7.1,"ki",49.57,"ev",30.14,12.89,-1.71,"tf",2.54,13.62,1.68,8.81,2.52,"ev",40.91
"Success","wv","py",0.99,19.31,2.88,11.92,23.36,6.75,"ch","ld","te",-12.03,"te",1.36,32.78,-2.5,"ki",13.8,"me",11.15,27.56,-8.81,"sy",11.67,-4.28,13.21,10.13,1.27,"ev",27.51
"Success","kq","py",4.58,21.92,-2.27,8.16,-5.42,5.78,"nv","db","rl",-0.02,"cb",2.72,15.43,21.72,"ki",33.11,"qu",38,7.76,4.63,"qu",10.38,1.13,5.94,3.51,0.83,"ev",8.07
"Success","qw","hk",6.44,12.49,15.73,2.6,16.37,8.6,"ja","ld","te",0.26,"pf",3.49,8.75,24.98,"zk",25.79,"ev",28.63,39.11,8.18,"qu",9.71,10.48,17.1,7.92,1.35,"ev",-1.91
"Success","qw","py",1.58,-0.84,36.09,-1.93,22.11,14.81,"ch","ld","rl",3.19,"cb",0.55,-10.75,15.86,"bw",28.55,"me",-2.99,-2.78,11.6,"ub",4.13,-5.87,16.08,2.86,1.32,"ev",-8.2
"Success","qw","py",1.14,29.26,5.19,13.39,15.11,-0.8,"ja","ld","te",14.81,"te",3.43,28.07,19.76,"zk",9.74,"me",14.1,4.6,-0.79,"ub",-1.8,41.4,3.68,4.37,1.93,"ev",27.95
"Denied","wv","hk",1.08,17.75,38.94,23.42,-11.79,4.73,"nv","ld","rl",-0.51,"cb",1.39,-33.45,10.74,"bw",36.41,"qu",37.69,2.4,-5.77,"tf",11.57,9.16,7.38,-4.02,1.92,"ev",13.53
"Success","qw","hk",1.61,0.52,11.31,27.38,14.38,-4.58,"ch","pe","te",6.21,"iz",0.87,13.06,10.45,"ki",10.56,"ev",16.61,18.89,42.1,"ub",1.89,-2.28,33.83,2.19,0.64,"ev",25.76
"Denied","wv","py",6.53,10.62,38.14,0.56,6.14,4.25,"ch","ld","te",3.68,"cb",1.69,8.34,27.05,"bw",-13.69,"ev",0.75,-1.96,-5.74,"qu",1.23,21.32,-5.03,9.53,0.03,"ev",36.16
"Success","wv","hk",0.02,38.3,26.08,14.08,4.94,3.52,"ch","db","te",-0.91,"cb",3.69,15.55,-6.43,"bw",27.72,"ev",26.46,27.31,14.5,"ri",5.46,-1.27,25.28,5.51,1.74,"ev",29.16
"Success","ma","js",6.17,4.82,16.55,4.09,3.45,7.66,"ch","ld","te",10.79,"te",2.86,30.59,25.71,"ki",24.56,"ev",33.68,36.96,-6.16,"tf",7.34,2.18,2.46,3.45,2.22,"ev",-13.72
"Denied","qw","zg",5.23,2.93,23.69,0.56,12.75,10.88,"ch","ld","rl",5.24,"te",5.14,27.15,11.06,"bw",11.39,"me",19,13.71,6.17,"sy",5.12,2.01,6.96,2.35,0.3,"ev",17.06
"Denied","wv","js",2.15,32.29,26.12,3.34,19.98,5.09,"ch","ld","te",11.55,"cb",0.3,37.65,14.45,"zk",18.83,"ev",14.47,4.69,32.03,"ri",0.71,17.79,29.4,0.24,2.47,"ev",12.31
"Denied","wv","py",5.74,35.1,-10.7,-0.02,16.34,-1.12,"ch","ld","te",12.81,"te",-2.2,23.6,22.83,"bw",12.65,"qu",20.43,17.01,15.36,"tf",8,7.22,24.46,-1.09,1.62,"dg",8.32
"Denied","wv","rv",0.37,4.52,37.88,15.95,1.75,-0.19,"nv","db","rl",-3.81,"te",0.84,10.58,27.07,"bw",-10.86,"qu",-6.28,24.61,2.04,"fe",9.06,7.77,4.41,0.95,2.72,"ev",-19.45
"Denied","qw","bq",6.89,17.19,29.17,13.97,11.25,5.67,"ch","ld","te",4.75,"te",1.84,60.83,19.31,"ki",25.58,"tg",-6.04,23.93,13.46,"tf",1.41,14.29,15.42,7.59,-0.5,"ev",22.41
"Denied","ma","bq",3.34,17.3,-20.45,-10.88,6.02,10.28,"ch","ld","te",12.31,"np",5.38,27.89,9.89,"zk",-25.34,"me",20.74,-0.55,35.91,"ub",0.79,21.72,-3.36,-2.27,0.61,"ev",25.22
"Success","wv","hk",1.24,39.19,36.88,9.22,9.83,4.62,"ch","ld","rl",-2.71,"iz",4.53,3.69,-1.77,"ov",-1.19,"ev",17.19,10.38,14.51,"ri",1.87,8.01,12.01,0.18,1.95,"ev",7.68
"Success","kq","py",9.21,4.7,64.5,13.97,12.49,-4.36,"nv","ld","te",9.1,"cb",2.17,6.75,-0.3,"ki",38.98,"qu",23.98,60.07,9.88,"ub",4.71,13.16,1.41,7.69,-0.12,"ev",23.79
"Success","wv","hk",5.49,18.27,-0.21,4.13,-3.12,10.72,"ch","db","te",-4.52,"cb",0.43,12.92,31.18,"ki",38.75,"me",23.87,12.64,13.2,"ub",-2.82,22.85,21.89,9.63,1.12,"ev",37.56
"Denied","qw","js",2.73,8.82,25.44,11.21,17.83,2.94,"nv","db","te",14.05,"te",2.32,33.29,20.83,"ov",7.95,"ev",5.3,35.89,3.1,"tf",-1.45,20.52,5.37,5.43,1.81,"ev",9.55
"Success","qw","zg",6.62,23.14,-21.04,1.29,12.44,23.66,"nv","ld","te",2.68,"cb",1.74,-7.61,6.64,"ki",26.79,"fh",15.7,12.67,-3.64,"tf",1.06,3.21,21.06,8.25,1.58,"ev",45.53
"Success","kq","rv",5.24,33.1,36.75,0.66,5.38,0.37,"nv","ld","rl",11.88,"te",2.32,5.58,14.08,"bw",44.56,"bz",30.49,34.91,0.5,"tf",3.24,-0.28,14.15,9.7,1.28,"ev",29.11
"Success","ma","bq",3.4,0.7,35.87,6.97,4.7,4.63,"ch","ld","te",4.78,"kh",2.86,12.11,34.58,"zk",24.67,"ev",-5.7,3.03,12.39,"ub",1.58,-0.89,28,-5.59,1.18,"dg",-1.6
"Success","qw","py",1.64,-0.09,4.63,-1.96,13.46,12.22,"ch","ld","te",15.04,"pf",0,1.82,16.41,"bw",1.36,"qu",15.77,11.08,1.15,"da",-0.8,-10.05,8.6,0.73,2.12,"ev",9.1
"Denied","qw","py",0.56,21.64,6.58,17.63,14.97,13.15,"ch","ld","te",-3.06,"iz",5.61,37.18,9.03,"bw",-26.87,"ev",5.4,9.19,-16.13,"fe",3.16,3.52,-1.9,-0.4,1.5,"ev",8.57
"Success","qw","hk",0.69,4.99,24.47,-6.23,6.62,5.47,"ch","ld","te",10.62,"kh",3.23,-7.26,32.63,"bw",55.69,"tg",25.08,10.7,27.16,"tf",0.48,5.33,-9.15,7.81,0.6,"ev",-17.13
"Denied","qw","bq",6.73,11.51,-17.34,13.96,-6.9,5.1,"ch","ld","te",-5.47,"iz",2.35,18.23,-3.2,"ki",38.98,"ev",5.59,-4.76,20.33,"da",14.39,15.24,13.01,5.7,1.93,"ev",41.93
"Denied","wv","py",-0.8,40.28,54.25,7.17,-8.61,10.43,"nv","ld","te",10.95,"te",6.09,28.49,-2.55,"bw",41.82,"ev",7.02,2.57,14.14,"ri",10.18,14.09,17.64,-0.7,1.61,"ev",19.7
"Success","qw","rv",0.33,14.45,-9.12,-3.19,10.79,2.08,"ch","ld","rl",0.91,"te",1.61,28.9,21.7,"ki",11.78,"bz",53.99,6.34,16.23,"qu",-4.47,11.46,16.2,7.59,0.38,"ev",29.82
"Denied","qw","hk",5.95,9.25,22.91,-0.3,32.75,12.19,"nv","ld","te",7.91,"cb",7.36,49.93,2.02,"bw",39.44,"ev",4.05,15.78,17.64,"tf",5.48,2.39,35.09,3.13,1.88,"ev",31.41
"Success","wv","py",3.37,-2.7,31.51,4.41,8.62,5.44,"ch","db","te",9,"te",2.89,38.97,6.78,"ki",42.92,"qu",0.7,-2.25,16.55,"tf",2.66,17.61,11.69,6.68,1.8,"ev",7.29
"Denied","qw","hk",-0.72,38.04,32.51,0.53,3.61,5.96,"ch","ld","te",-0.62,"pf",3.93,16.16,4.68,"bw",-4.65,"qu",-9.8,21.11,16.32,"ub",6.39,9.16,20.68,2.36,1.12,"ev",11.01
"Denied","ma","bq",4.28,5.64,9.72,-0.39,13.18,3.59,"ch","ld","te",-4.68,"cb",2.22,-4.33,12.28,"ki",18.32,"qu",17.06,25.67,-0.16,"fe",5.39,18.16,-9.31,1.4,1.76,"ev",15.06
"Success","wv","hk",2.12,16.16,12.28,14.6,7.39,0.7,"ch","db","te",15.25,"kh",3.85,0.03,17.27,"bw",7.92,"ev",17.58,25.95,36.23,"qu",4.01,-4.11,26.59,0.95,2.81,"ev",9.27
"Denied","wv","py",-1.17,18.89,36.76,18.69,-8.26,-1.98,"nv","ld","rl",8.54,"cb",-0.13,12.59,16.32,"bw",-5.94,"ev",58.8,15.26,28.96,"ub",13,8.3,28.93,5.33,0.82,"ev",23.79
"Denied","qw","zg",0.7,24.73,33.25,4.68,6.53,9.3,"ch","ld","te",12.84,"cb",-1.67,29.22,6.72,"bw",50.56,"tg",16.38,24.46,16.57,"ub",-1.87,12.47,33.35,10.34,1.02,"ev",6.42
"Denied","qw","js",-0.63,10.44,29.97,7.93,7.31,4,"nv","ld","te",-1.96,"te",1.76,23.41,14.82,"bw",7.86,"bz",-2.76,18.66,3.72,"ub",-1.11,10.52,15.19,6.14,1.56,"dg",29.61
"Denied","kq","bq",1.69,3.63,31.77,-12.48,7.29,3.07,"nv","db","te",5.37,"te",-1.2,-1.14,8.55,"ki",3.57,"ev",18.84,12.75,13.47,"tf",12.27,14.81,6.41,0.21,0.69,"ev",-4.69
"Success","qw","py",-1.92,-1.99,40.24,8.47,4.25,12.11,"ch","ld","te",11.85,"cb",0.94,16.5,12,"zk",27.23,"ev",58.31,2.36,17.29,"ri",11.82,-0.76,11.74,10.02,0.68,"ev",55.5
"Denied","qw","py",5.76,14.7,21.12,17.22,6.85,0.87,"ch","ld","te",15.66,"iz",2.06,4.73,13.97,"bw",22.85,"tg",27.5,24.68,2.9,"tf",8.24,1.99,0.42,2.58,2.94,"ev",35.07
"Denied","kq","hk",3.62,23.24,33.32,10.88,7.93,4.73,"nv","ld","te",4.2,"iz",3.09,45.17,26.35,"zk",16.6,"qu",19.65,62.33,21.57,"tf",2.79,9.77,18.49,-0.65,0.75,"ev",15.75
"Denied","wv","bq",-0.79,11.18,-16.45,19.31,10,10.26,"nv","pe","te",11.08,"cb",2.42,22.46,7.93,"bw",4.67,"tg",10.94,6.33,9.06,"ub",1.01,15.67,-6.14,2.76,0.46,"dg",16.47
"Success","qw","js",0.24,-2.9,4.47,3.27,6.01,11.5,"nv","db","te",2.91,"te",4.82,29.92,11.35,"ki",-5.16,"qu",10.34,27.15,-3.28,"qu",-4.86,-3.11,4.78,8.16,-0.76,"ev",19.19
"Denied","qw","hk",2.29,28.53,36.56,7.64,27.13,10.37,"nv","db","te",5.7,"te",3.54,58.04,10.01,"ki",36.73,"qu",20.47,4.26,29.81,"tf",5.06,16.48,8.54,2.26,0.64,"ev",20.55
"Denied","kq","js",4.59,15.6,7.72,4.96,19.91,-11.22,"ch","db","rl",14.32,"iz",-1.03,26.18,16.89,"ov",9.73,"ev",-11.2,24.56,28.16,"sy",-3.71,14.42,5.96,2.98,0.78,"ev",16.82
"Success","qw","hk",3.67,16.04,47.39,13.74,13.07,-1.01,"nv","ld","te",22.34,"np",2.4,68.58,24.81,"ki",21.22,"tg",31.63,6.87,24.65,"ub",1.58,5.68,20.96,4.15,2.79,"ev",4.65
"Denied","qw","zg",6.64,-5.96,23.27,13.64,18.89,9.12,"nv","db","te",13.65,"kh",3.23,13.21,5,"bw",-8.47,"ev",42.22,20.65,13.69,"ub",9.4,7.25,11.13,7.14,1.01,"ev",8.74
"Success","qw","zg",9.23,21.01,-3.49,17.04,21.2,4.15,"nv","db","te",4.89,"te",2.65,-11.51,24.06,"ov",-4.89,"qu",3.06,31.29,11.67,"qu",14.57,8.25,2.4,0.6,2.25,"ev",10.59
"Success","qw","py",5.47,18.48,25.86,4.45,0.74,5.41,"nv","ld","te",2.08,"te",1.51,18.52,26.67,"ki",16.33,"qu",-1.55,43.63,24.79,"tf",7.82,6.06,31.09,3.04,-1.15,"ev",6.83
"Denied","qw","zg",4.96,19.98,32.66,4.82,5.49,14.58,"ch","db","te",-6.19,"cb",5.53,0.37,15.38,"bw",14.71,"ev",11.23,9.19,21.45,"ri",4.31,9.16,21.92,2.94,1.63,"ev",1.9
"Success","kq","bq",5.79,24.52,44.73,4.96,11.69,3.39,"ch","ld","te",11.01,"te",-0.57,29.85,5.82,"zk",10.68,"tg",11.45,15.79,11.27,"ub",-1.53,7.62,14.41,11,0.7,"ev",7.03
"Success","qw","py",0.25,15.94,58.37,22.28,2.53,0.69,"ch","ld","te",7.98,"np",3.32,16.72,26.29,"zk",-2.49,"ev",40.36,12.21,-5.91,"ub",9.01,-15.77,37.42,9.6,-0.48,"ev",6.96
"Success","qw","hk",3.84,11.3,58.58,11.15,2.72,3.42,"ch","ld","te",16.56,"kh",1.66,30.38,-0.24,"bw",27.68,"ev",32.91,33.04,-3.36,"ub",-4.98,3.61,26.27,3.17,2.43,"ev",-4.62
"Denied","kq","py",8.66,41.84,40.09,6.32,5.48,3.96,"ch","ld","te",17.42,"te",0.34,24.84,12.61,"bw",7.01,"tg",16.19,5.46,6.1,"tf",4.02,14.35,2.41,9.47,1.73,"ev",-4.71
